,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
1254,0.219,0.323,-12.211,0.0333,0.66,0.0,0.106,0.339,170.437,7aSxNjoVoAwNL7HDAKwGtC,248000
1255,0.513,0.831,-9.004,0.0383,0.55,0.0,0.336,0.963,148.837,0oPdaY4dXtc3ZsaG17V972,182067
1256,0.735,0.497,-8.467,0.0265,0.655,0.000354,0.104,0.571,116.12,6VWWU8EFSS7Xx1TZ830Paz,302493
1257,0.872,0.786,-5.473,0.142,0.0348,0.0,0.0776,0.722,96.002,0mHrQV5Tu8cjioNpNGG7N1,172680
1258,0.756,0.8,-5.158,0.0329,0.211,0.000724,0.0466,0.967,118.924,6xepovPqjvrkEw9Y5AMmTm,207467
1259,0.647,0.467,-7.875,0.0639,0.251,3.02e-06,0.138,0.669,82.914,0BEfEBDhOY6yTrkUdFFnBE,267453
1260,0.56,0.544,-10.171,0.0465,0.342,0.0,0.203,0.347,149.695,28upjDakWVnHAgW2anm273,210187
1261,0.774,0.687,-4.818,0.0584,0.0179,1.17e-05,0.128,0.308,104.959,4ipnJyDU3Lq15qBAYNqlqK,189440
1262,0.396,0.496,-11.728,0.0356,0.833,0.00534,0.0996,0.679,165.647,5sbw5zIz9ck2pOEDXUR0QU,256653
1263,0.817,0.733,-6.009,0.145,0.0152,4.31e-05,0.107,0.833,127.056,13plQdOoWSSXPRUSZc5FuM,237120
1264,0.569,0.483,-7.111,0.0421,0.76,4.75e-05,0.106,0.624,96.502,47PiSg7z5qjUyEGKN4I1g7,273009
1265,0.768,0.734,-7.768,0.0484,0.179,1.97e-05,0.0538,0.789,143.953,36hGQCmqvJ48hSmdNSiXAT,242760
1266,0.719,0.779,-3.516,0.129,0.0451,2e-06,0.0375,0.96,90.973,1PMy8oEMdJ5xPVMaNZPcJf,243893
1267,0.619,0.876,-6.253,0.0538,0.342,0.0,0.0828,0.772,100.962,3T07pNAEVr9adeIG9i1ex4,267107
1268,0.664,0.194,-15.487,0.0357,0.909,3.85e-05,0.0829,0.443,129.863,3898C4AbdbptwYet6547e5,321827
1269,0.893,0.482,-4.779,0.0873,0.549,0.0164,0.0752,0.53,97.975,1B0BQaSRHxhI0AUlItY3LK,150027
1270,0.82,0.937,-4.81,0.0549,0.135,0.000122,0.35,0.906,130.992,42nSaPdT6g3ZIMHmKLlP2p,239400
1271,0.438,0.442,-12.691,0.0419,0.446,0.0,0.544,0.161,125.62,0T7JubkdjBXNDVadRIq2ck,240227
1272,0.745,0.844,-6.709,0.0609,0.0216,0.0,0.0617,0.829,125.042,4pmRDyDRRiZ5Pq7hm4WTpb,204907
1273,0.609,0.923,-3.908,0.0338,0.16,4.73e-06,0.295,0.961,115.996,2pX4FpOgwItRVPPUFdRcxA,294987
1274,0.274,0.171,-16.847,0.0326,0.456,0.0024,0.808,0.407,177.081,2TC4v9YiuQYk3Tk8RH7fV4,409467
1275,0.923,0.768,-7.321,0.0674,0.119,0.0,0.0689,0.96,94.013,0Tl84qfow6Dv0PM60zoBhb,123960
1276,0.632,0.75,-7.739,0.0358,0.162,1.64e-05,0.368,0.87,91.17,5ubqSAc9LxUS2CsMHcA4kF,184733
1277,0.43,0.272,-15.526,0.04,0.716,3.87e-05,0.278,0.582,123.948,0kVOor973ijVqOBhYqvaE8,292573
1278,0.748,0.835,-5.731,0.0351,0.0854,1.97e-06,0.0365,0.896,142.942,19ScoKGqnfUggyqOVQjsoH,212000
1279,0.595,0.574,-7.411,0.11,0.789,9.53e-05,0.209,0.825,94.904,7aKs8kWKKau0SDgaeyZMAX,445080
1280,0.684,0.746,-6.409,0.0296,0.159,4.58e-06,0.0874,0.662,112.237,5yMXpZhVnUAFT154F3MQ8G,225240
1281,0.553,0.632,-4.837,0.0782,0.375,0.0,0.267,0.687,85.1,5A32KQZznC2HSqr9qzTl2N,309587
1282,0.585,0.977,-3.57,0.0615,0.622,0.0,0.328,0.801,138.264,1GT0Q2ZTeKtIBueYKr4vhr,232880
1283,0.549,0.498,-9.203,0.0371,0.694,3.87e-05,0.109,0.575,95.345,5Uve0jm1RgxKWzdSvncBDO,626880
1284,0.528,0.383,-11.17,0.0258,0.376,0.0,0.11,0.46,89.089,5ySxlyvySBhIEvoO2xx7uT,328320
1285,0.691,0.805,-6.81,0.0947,0.59,0.0,0.0975,0.866,142.503,1xuYajTJZh8zZrPRmUaagf,301427
1286,0.811,0.88,-2.972,0.0628,0.254,0.00146,0.0475,0.915,124.12,7cpFmkNmh3MM0WqXPSbs9f,267000
1287,0.585,0.624,-8.966,0.0746,0.00418,0.0229,0.0765,0.728,180.503,5nvS1vouQkX0HxOohfqCoS,338253
1288,0.315,0.306,-8.777,0.0293,0.757,0.0,0.188,0.465,94.334,2pOyQcM91HM3tZEiwZCraG,215400
1289,0.637,0.493,-13.094,0.0482,0.524,1.52e-05,0.136,0.932,88.796,6YTBfxkdGce9pLEy9jG9Jo,159467
1290,0.545,0.59,-7.257,0.0813,0.599,0.0,0.0916,0.583,100.835,7Bewui7KtaMzROeteRitRz,205227
1291,0.927,0.721,-12.561,0.0908,0.422,4.36e-05,0.0422,0.965,103.018,4oaj36KzXRgDg4McgcTsZK,249382
1292,0.663,0.605,-8.534,0.0587,0.436,0.0,0.0894,0.835,100.854,1TPZ028i7BWWS5xW4UN9ss,265800
1293,0.348,0.751,-12.823,0.0494,0.0699,0.000738,0.208,0.886,156.509,6uU5OBhGUE1ngSKDj4wtoq,172733
1294,0.782,0.873,-7.157,0.0475,0.141,0.0571,0.112,0.858,123.181,0KxTWgl64TNOQXiGFJYc6t,252933
1295,0.723,0.914,-5.598,0.0663,0.0726,2.12e-05,0.95,0.968,101.181,0QQHPRbgLJJ5XNzJV1l9BW,262573
1296,0.537,0.748,-6.392,0.0282,0.000633,0.557,0.272,0.78,124.24,2lpIh6Gr6HYjg1CFBaucS5,212747
1297,0.868,0.852,-9.403,0.0474,0.198,5.3e-05,0.0502,0.907,130.155,26T9IOS6Bi9iOUjKkcZsZo,302333
1298,0.415,0.428,-9.313,0.0254,0.132,0.0,0.297,0.652,81.352,08HeIb9BidFjKROf9ptln0,214573
1299,0.548,0.688,-6.053,0.0372,0.455,0.0,0.072,0.813,179.842,7ii1YH0rOmpoRfH9HyY8To,164120
1300,0.67,0.731,-9.073,0.0697,0.697,0.000181,0.051,0.685,88.23,5ZhX7bXU4EX4chIBHYshtb,281587
1301,0.779,0.631,-5.314,0.115,0.0485,0.00316,0.0349,0.663,97.927,3fucYASejkSMwtAYjFRKlF,262160
1302,0.563,0.341,-17.672,0.248,0.719,1.2e-05,0.462,0.465,83.977,099U75xcR02z3Q8u28OKuq,348480
1303,0.684,0.832,-5.267,0.041,0.583,0.0,0.226,0.715,100.722,1Z6fpTTJelPqdI4CwvnpK4,310360
1304,0.543,0.962,-5.337,0.106,0.0272,0.0273,0.09,0.639,193.664,4bMZ60QNM6OEehI6b8RtS4,275893
1305,0.649,0.144,-16.809,0.0522,0.811,2.42e-06,0.089,0.264,119.193,5U7MyRNbuZrWkyAI4bm3Ja,278040
1306,0.671,0.817,-12.107,0.0569,0.415,0.000235,0.0715,0.938,119.549,3iB8eciGU9vZkaDYkz7Ir9,203333
1307,0.816,0.416,-17.795,0.244,0.337,0.791,0.0452,0.817,90.148,6fJnlY8rYqC37J2u2OeEMf,162213
1308,0.624,0.664,-6.994,0.0357,0.517,7.92e-06,0.167,0.887,144.554,24Thqkee9KZgifP7G8c70N,211387
1309,0.844,0.561,-7.677,0.0378,0.825,0.000919,0.103,0.936,121.755,1HlX3tDP7eJBs5CJx4XIIk,180627
1310,0.559,0.73,-8.461,0.0639,0.112,0.00267,0.263,0.778,106.806,4sm3mdqmSqhG8KU79rVOY8,378373
1311,0.576,0.698,-5.181,0.0321,0.565,0.0,0.386,0.708,98.855,1TGHvWtCeIGMvO75P1hhqa,183547
1312,0.608,0.52,-12.626,0.035,0.894,1.18e-05,0.115,0.934,90.184,6VGRiUGPup3c0tZTX2lWhv,179667
1313,0.39,0.263,-6.851,0.0394,0.853,0.0,0.219,0.446,80.332,2ib9PWWqtNyw9rff0qcm5G,195533
1314,0.676,0.684,-6.442,0.0325,0.603,0.00244,0.216,0.861,87.132,56A4ILMKhg47q89wLmO70B,205093
1315,0.585,0.946,-5.406,0.113,0.00858,0.000198,0.127,0.862,184.932,0aGKNekx2JAxGzza802fnC,210640
1316,0.57,0.301,-13.846,0.0518,0.908,0.574,0.123,0.431,118.337,6tJ0zwyKkJ9pWXN0XWqLqY,193800
1317,0.26,0.503,-5.428,0.032,0.342,3.18e-05,0.351,0.739,185.804,17UQaysFON93fn278DeWqg,221832
1318,0.337,0.55,-5.814,0.0502,0.386,0.0,0.298,0.851,183.117,1I7QJJ5o76Z9D1rmA4bQPS,128387
1319,0.349,0.311,-15.21,0.0366,0.556,0.0,0.412,0.324,95.226,05CfvXFk8iDBJpxYHi8Kpq,154920
1320,0.744,0.601,-5.241,0.0349,0.833,0.0242,0.131,0.905,143.542,7m5hbyERUKJC0268b6uEZD,199317
1321,0.53,0.944,-2.997,0.242,0.00573,1.24e-06,0.216,0.57,178.07,4vcry9xhF4JsdVxjQm63R1,290638
1322,0.73,0.944,-3.48,0.164,0.266,0.00443,0.0354,0.657,113.309,4ila6GeGBPGmJTGRoHOV5E,273319
1323,0.451,0.763,-5.911,0.106,0.524,0.000198,0.127,0.663,92.266,0eGtFJBfYUKF2CvNZJEu3M,471947
1324,0.59,0.875,-5.294,0.171,0.45,1.16e-05,0.164,0.737,96.915,1uzkWkIaWaxzHJgJ4Fy5rO,408133
1325,0.633,0.691,-5.851,0.0557,0.329,0.000211,0.134,0.57,80.002,0mWtcNIAL9jITVHl3F2SQF,427547
1326,0.553,0.556,-7.04,0.0347,0.224,0.00134,0.0915,0.219,147.84,4QpPbie2onyJvDLgchbUfk,327236
1327,0.59,0.531,-8.677,0.0471,0.628,3.88e-06,0.499,0.482,80.976,0Ose0T05P8Ou0GvhwmMKcf,307407
1328,0.58,0.863,-1.675,0.0411,0.0725,6.13e-05,0.27,0.497,146.978,0ab7HTQ13Rk9G2N4H6vwn1,300069
1329,0.312,0.48,-5.811,0.0318,0.712,0.0,0.111,0.314,72.364,617d0hIKQkfi0F7CGqs1NR,253572
1330,0.543,0.665,-8.295,0.0623,0.505,6.41e-06,0.144,0.495,81.97,3X5Jbz7VhZfbPqIRmYIj8c,326113
1331,0.33,0.572,-9.562,0.0548,0.242,1.8e-06,0.155,0.369,78.267,1CapGmE3jqZpEATdujksnX,314175
1332,0.531,0.865,-3.389,0.0536,0.481,0.0,0.22,0.582,79.97,7IP72Pw6reOTDZrpLVtOFT,340232
1333,0.507,0.932,-4.501,0.0762,0.0592,0.0,0.302,0.311,114.961,7EvAlx0lOLbZgCKH50wnUU,244048
1334,0.56,0.604,-8.732,0.0866,0.315,1.12e-06,0.176,0.75,84.784,2LcXJP95e4HKydTZ2mYfrx,281574
1335,0.677,0.318,-9.196,0.028,0.775,0.0,0.118,0.585,104.983,5ZhKD46Q7mhsl0awl7ZMJc,228969
1336,0.488,0.403,-7.005,0.0272,0.598,4.28e-06,0.434,0.497,131.489,3GrCQPpKqKzOcKfMAoqn82,212832
1337,0.657,0.489,-6.829,0.0306,0.713,0.0,0.124,0.399,116.0,2S6N9pbnkhQRyAx80HmF79,336567
1338,0.574,0.797,-5.433,0.0336,0.189,0.0,0.205,0.43,102.181,1TnYkFwGsWMZLiFXs2zXPf,268353
1339,0.401,0.517,-6.618,0.0481,0.0661,0.0,0.202,0.471,128.451,1HT0RzPuChHC1kWbIplHyw,325312
1340,0.739,0.695,-7.112,0.0422,0.465,9.46e-05,0.0992,0.882,145.022,7gUhBUzFbGRYGgtDubhTSG,339855
1341,0.644,0.705,-8.307,0.0712,0.627,3.79e-06,0.0591,0.928,175.973,1qPhMBWYNCxVwMGARrySde,238000
1342,0.417,0.442,-8.622,0.0265,0.383,0.0,0.0822,0.239,81.956,0P0HLrAg1GpkDVVt3Tsjri,396522
1343,0.616,0.757,-5.877,0.0337,0.393,0.00267,0.165,0.538,96.976,5j7pU3PrmdKix8kkvPpBzE,302658
1344,0.801,0.856,-4.233,0.065,0.0984,6.62e-05,0.228,0.919,106.026,3HhzqHPEN33a5UCKSfZpgi,187006
1345,0.827,0.737,-5.473,0.0764,0.0316,0.000322,0.211,0.873,121.99,3Q8yDujnXxwRiZ4p6VqY7b,187711
1346,0.484,0.565,-7.954,0.0347,0.479,2.13e-06,0.105,0.607,82.653,4KCbZcshgibfJSCAkg87Lv,281992
1347,0.644,0.84,-3.753,0.172,0.39,0.0,0.246,0.818,95.11,40L4hEqXt6myCk6VcB9bDq,255169
1348,0.505,0.91,-6.307,0.0708,0.0803,8.2e-05,0.0883,0.468,129.326,3mCKKggkYdVxEWFzwcZzek,1502337
1349,0.567,0.577,-6.197,0.0264,0.628,0.0,0.132,0.217,101.991,2cpBXrNyAEYKeloWYC4W54,334331
1350,0.693,0.956,-5.012,0.071,0.289,0.0,0.294,0.665,90.005,1vSXwYeKnzsVvekSpqVabx,301587
1351,0.274,0.588,-7.188,0.0294,0.267,9.75e-06,0.0956,0.408,144.68,1GvJ5ypuJD8Rq0MUbUKz3y,206655
1352,0.675,0.579,-11.976,0.0308,0.369,3.38e-06,0.118,0.724,97.01,3tgdOveYac7YMEAQD9sGLf,357068
1353,0.495,0.654,-6.639,0.0679,0.713,0.0,0.165,0.35,123.896,79jYT83v4bMOWEgwjQxSx2,269032
1354,0.565,0.415,-7.255,0.0324,0.789,0.0,0.152,0.235,79.988,5mLXhuKRBGUKLS3ilhF0rx,264187
1355,0.412,0.592,-6.55,0.0345,0.0643,0.0,0.271,0.223,84.366,5zzdjGoPvxxqxnPyFXorHt,213332
1356,0.476,0.788,-4.821,0.0448,0.24,2.64e-05,0.106,0.747,90.066,1plFCZ6QFAjSRutT02GTCn,289333
1357,0.607,0.408,-10.493,0.0769,0.147,0.0,0.214,0.224,155.83,2k21Lt6SlNwc7R96IlALTH,311538
1358,0.616,0.404,-7.731,0.0344,0.778,0.0,0.136,0.215,80.044,1F91XuvE5ffbSZoS2K296N,264307
1359,0.67,0.621,-5.438,0.0268,0.128,0.00202,0.108,0.368,88.985,5MXSLWGyPosYJ09LNu12SO,373027
1360,0.65,0.482,-8.667,0.0281,0.293,0.0,0.0811,0.517,106.994,4LO5DjN6Tp3UkUvgESuy2t,269185
1361,0.665,0.908,-4.804,0.188,0.0504,0.0,0.0798,0.691,98.808,7CdABTaND3EW5cETakiBD3,408920
1362,0.552,0.769,-4.504,0.0465,0.497,0.0,0.112,0.702,86.957,38kbiGO5mLRBtWXc70FuX7,348966
1363,0.476,0.788,-4.821,0.0446,0.237,2.49e-05,0.106,0.746,90.066,4xWBa63JWfBQ9P7yReHtps,289333
1364,0.818,0.93,-2.982,0.247,0.33,0.0,0.658,0.831,113.988,7BjQd0sfYsMGVrTpRdBNTT,252632
1365,0.799,0.929,-3.231,0.0668,0.253,0.000462,0.24,0.952,127.999,4XgxVChYl9WqqtDJVKwc5b,231562
1366,0.721,0.65,-6.95,0.135,0.0115,0.00014,0.34,0.392,130.487,7Ck2si1vtgdPXdKGtWGGXr,179658
1367,0.717,0.415,-9.875,0.0302,0.637,1.43e-06,0.0976,0.379,100.021,1Wf5q34m4hTnAxCljiAonb,213632
1368,0.533,0.732,-7.901,0.0424,0.166,0.000189,0.138,0.554,90.315,3t3wsY5IdLVzB9WidegJSU,236933
1369,0.647,0.935,-4.009,0.137,0.0116,0.000144,0.0643,0.245,128.039,3LbFEmmjIYfAYN7MBdF7yp,237187
1370,0.581,0.71,-4.961,0.0374,0.395,0.0,0.137,0.755,111.969,3XWBGyt7m2rZAjEj0awWnw,308714
1371,0.523,0.523,-11.246,0.0309,0.871,0.107,0.0999,0.233,149.956,3oFyADKQSe8bDkocfXA9nh,369298
1372,0.861,0.75,-6.657,0.0797,0.034,3.65e-05,0.0381,0.832,116.984,7fllsOe1cV2pTBzdbkgrX7,253205
1373,0.492,0.411,-9.616,0.03,0.749,1.04e-06,0.191,0.187,107.939,5fjIpQa7O7ttgx64TN9lZR,160485
1374,0.556,0.237,-14.38,0.0632,0.871,1.12e-06,0.188,0.432,155.384,2CFK79Bf26piNGuMLXc0ij,106064
1375,0.322,0.659,-10.592,0.04,0.602,0.0,0.0696,0.825,84.971,5qRFCP4A6atFH3FG0VCOok,211056
1376,0.621,0.839,-3.217,0.0343,0.156,2.92e-06,0.302,0.363,88.06,2yisoLI6xdIZF413v7h9g2,261962
1377,0.72,0.72,-6.196,0.0691,0.306,0.000404,0.166,0.414,97.013,0C0Z9pIPaHtRWC1rE5CLqX,162717
1378,0.609,0.935,-7.839,0.0609,0.403,9.17e-05,0.311,0.917,81.03,5thheALMKZqEl479BxqAnL,271000
1379,0.902,0.772,-8.29,0.0383,0.0452,0.000129,0.12,0.808,131.992,3hCUkos0NxuSFl73oOHJzb,333093
1380,0.421,0.488,-9.056,0.0295,0.653,0.000134,0.14,0.263,81.951,5UhisrdtpnUWMVdek7v9vt,315672
1381,0.499,0.472,-12.879,0.0655,0.689,1.75e-05,0.383,0.812,97.17,4SvP7qAGSZxkHIgyLAWgUk,401200
1382,0.709,0.812,-2.497,0.119,0.108,2.11e-06,0.465,0.908,131.984,2h1d6XPdBms5i7YwyfOO7q,238427
1383,0.679,0.687,-5.522,0.0294,0.0779,0.0,0.704,0.424,127.961,2E2G88mTTJjbbmEpqTkbaV,257089
1384,0.746,0.924,-6.057,0.0442,0.0169,0.00279,0.097,0.807,136.051,3Qpk2qHree1RTH5lZaKnEK,306987
1385,0.66,0.588,-8.642,0.032,0.112,0.0,0.075,0.495,90.703,72I4vXX0eCTEbmOooxW2TK,183241
1386,0.822,0.85,-7.67,0.118,0.172,0.000884,0.22,0.882,101.961,4gNGi2Mr26me7wGKd8TQSF,223373
1387,0.502,0.315,-10.438,0.0318,0.979,5.7e-05,0.626,0.397,110.618,3fv7fFA81kccqQc7FV5c7Y,298580
1388,0.483,0.797,-4.629,0.0975,0.173,0.0,0.267,0.699,83.542,1i8iShQ9F1HXxnufDuF4Mm,339592
1389,0.532,0.529,-8.402,0.0352,0.334,0.000144,0.078,0.295,81.989,251PNRmJU9KcUnFQAB5t6I,321240
1390,0.432,0.695,-8.022,0.111,0.732,0.0014,0.274,0.513,116.153,3nKEiJUeaWn8q2O9I1xwlB,290053
1391,0.627,0.408,-7.793,0.0988,0.387,0.0,0.126,0.694,172.006,4en5tvZ1hIvSGGoRPjIdJE,407800
1392,0.552,0.75,-5.215,0.039,0.445,7.37e-05,0.291,0.4,89.999,517bz7zkWELmyL4eZzJ5R9,340400
1393,0.65,0.912,-5.898,0.186,0.191,0.0,0.38,0.546,130.906,6t5gF6cKzjkWey3jFbIw4F,303387
1394,0.845,0.555,-7.498,0.0749,0.00248,1.66e-05,0.0877,0.632,101.967,6KXgww1fZA1bwIKgXNFKej,236093
1395,0.296,0.756,-4.325,0.0592,0.0193,0.0,0.0716,0.278,86.577,1xM94gXmm5mqZMXIKXF7Pu,287191
1396,0.614,0.554,-11.885,0.0366,0.145,2.58e-05,0.137,0.471,115.989,5ZDfUnLg7MTD2mNFLIyTQK,432867
1397,0.514,0.574,-5.788,0.0312,0.402,0.0,0.0965,0.4,75.89,2RNCGsAi3ERAf2k2Mhhdyu,331758
1398,0.554,0.579,-9.625,0.073,0.557,0.0,0.087,0.255,138.602,2nfpvlKOd4IeCbA9eBfc87,326902
1399,0.659,0.58,-8.075,0.111,0.444,2.35e-05,0.0508,0.74,150.047,0iaWljQj1QzYAaISU2zJSE,280080
1400,0.65,0.929,-4.446,0.155,0.199,0.0,0.327,0.537,130.874,18sWObco8Bd9SU3OKHnFju,395867
1401,0.795,0.819,-5.867,0.144,0.298,0.0,0.179,0.537,97.491,1Xyy4Y8aJevMBqD8LmXoyh,312720
1402,0.606,0.601,-5.576,0.0283,0.796,0.000511,0.127,0.453,125.961,6871FKHumiy1Wfr6vF7Xxt,289999
1403,0.613,0.47,-8.441,0.0344,0.823,1.87e-06,0.138,0.459,102.944,0OfaueVeRebAfWsAHajj3z,208500
1404,0.83,0.6,-7.826,0.0633,0.0039,0.000101,0.263,0.369,105.975,646OD5HyK4hBHQ04oW8tDJ,268302
1405,0.704,0.952,-2.331,0.0333,0.0408,0.0,0.335,0.902,106.99,0hgTkEDY9oIG5DPKN39KHP,231327
1406,0.833,0.74,-4.513,0.129,0.166,2.74e-06,0.363,0.804,103.035,1NxlktIRgiAPJ8U06v9veI,223992
1407,0.217,0.521,-11.075,0.0417,0.877,0.0103,0.112,0.368,170.093,7HnGu99zEES9IpPYdNnI8t,302824
1408,0.505,0.667,-5.797,0.0323,0.597,0.0,0.213,0.516,151.728,6mTvwBzWTGDOVeCNQEqtOE,281323
1409,0.562,0.519,-8.744,0.0326,0.557,0.000268,0.172,0.415,122.925,2FCXQHugkoHE1K3tiDu8pu,341055
1410,0.503,0.604,-7.127,0.0342,0.876,0.0838,0.0433,0.308,87.048,3ELkIxDoWKGllVJty2aGXU,310077
1411,0.673,0.714,-8.042,0.039,0.111,0.0,0.0858,0.78,112.941,5OMUXgfXsSukZ0zxelpC3b,254653
1412,0.699,0.465,-7.238,0.0303,0.525,2.09e-06,0.126,0.499,97.898,2GXs2rslAN5rzAZq4y5Knw,198367
1413,0.731,0.725,-11.185,0.224,0.0185,8.65e-06,0.0558,0.69,98.534,4a7ilJCZqd82khgZzj48UQ,223507
1414,0.741,0.782,-4.795,0.0709,0.13,0.0,0.147,0.717,95.022,1oqb2byqglKfTr4TEvLtGZ,291792
1415,0.757,0.682,-8.032,0.046,0.161,1.78e-06,0.107,0.564,101.966,5RjkHAuyAuupOGFR6a2srw,191471
1416,0.715,0.863,-2.539,0.063,0.62,6.32e-05,0.0972,0.828,99.981,0zRsGGueSQLRkYWs4kPA4V,190000
1417,0.465,0.551,-6.58,0.0362,0.619,6.03e-06,0.109,0.415,89.459,6gwnKOvdBKkTU4CQ7KpIAu,184666
1418,0.536,0.459,-7.028,0.0369,0.852,0.0,0.334,0.457,89.952,1qw7yucdsIlO79JnMuG4GR,257999
1419,0.576,0.644,-8.037,0.0425,0.849,0.00217,0.0994,0.577,171.882,1Oin5AfvdoGkd6WsCpfe7a,252109
1420,0.537,0.367,-9.362,0.0241,0.815,0.0,0.132,0.348,90.953,1O3WfEwaSpsgZ6tw8jNT8I,264614
1421,0.432,0.695,-8.022,0.111,0.732,0.0014,0.274,0.513,116.153,2NLV2sSMKbHYyqezZiqXj0,290053
1422,0.343,0.373,-9.363,0.0607,0.745,1.2e-05,0.14,0.252,92.957,1eZ9Kq8voa1bnJi3dZD8M1,271379
1423,0.488,0.57,-5.602,0.0775,0.251,0.0,0.107,0.668,169.702,17opN752ZQpNuoptelsNQ1,312893
1424,0.599,0.653,-7.576,0.122,0.362,0.0,0.144,0.678,79.968,0gRNu9dVzi5aC87AI1empZ,284573
1425,0.296,0.796,-4.846,0.0743,0.455,8.61e-06,0.0869,0.425,87.846,3DpedytYku64Hjf51064vO,275987
1426,0.758,0.803,-6.695,0.31,0.00415,0.0,0.13,0.637,106.04,1uUQAz0CkdMctJ7NNCUUD7,182737
1427,0.764,0.887,-3.454,0.0681,0.189,0.0,0.0339,0.891,128.07,1uHoOcoy7BeARMDJRhx1xl,279843
1428,0.625,0.555,-13.415,0.0503,0.77,0.0,0.2,0.398,54.229,2x2pHEa3u0c3ZZ5n4EXsX1,27902
1429,0.51,0.446,-8.337,0.028,0.8,0.0,0.113,0.228,79.018,7AOfgEOt50y54MXS3PzM4E,334937
1430,0.51,0.502,-7.016,0.0325,0.71,0.0,0.0708,0.321,133.885,5G7pZ8G8NFvS1MQ9H4L7dC,247286
1431,0.429,0.279,-10.981,0.059,0.835,2.03e-05,0.105,0.309,175.432,0R4QLXjzI2S1uHyw2nFIlK,153409
1432,0.631,0.631,-6.934,0.0307,0.693,0.0,0.133,0.697,89.975,1yYM7dY6wSJFp5qmxPRLu1,263152
1433,0.592,0.394,-7.442,0.0293,0.584,0.0,0.0984,0.432,79.977,0SFv5v93aGme0VzpCPQgtO,291000
1435,0.686,0.194,-11.877,0.132,0.956,9.69e-05,0.188,0.679,99.924,2nTyxaBaV2XgDHjGNdEvcw,210317
1436,0.532,0.499,-8.403,0.0281,0.49,0.0,0.156,0.386,112.01,4t5xvco7AvDdlxYoe1RNK6,240013
1437,0.744,0.7,-7.663,0.0375,0.278,0.000155,0.068,0.867,144.033,4FeczSomVWVyU4FW7xDeAI,309640
1438,0.547,0.554,-11.165,0.0374,0.602,0.000155,0.0735,0.848,91.386,4RixtPhUXlci9ad4qIMj23,297867
1439,0.223,0.359,-7.569,0.0312,0.845,0.0,0.133,0.193,73.059,3HiobOOpSpMsi95WBKPBYk,398799
1440,0.522,0.74,-7.018,0.0465,0.558,0.0,0.144,0.732,92.618,3BpiaQ6oZCoTZJmexcB4co,278547
1441,0.643,0.256,-9.758,0.0252,0.729,1.02e-06,0.0994,0.444,94.999,3TrdGeV5bEpHezExHlsguD,215611
1442,0.301,0.581,-7.324,0.0421,0.601,0.0,0.0757,0.235,132.049,0brUwLxgvZUEyddRDfcb2Z,237897
1443,0.786,0.579,-14.913,0.142,0.186,0.0,0.118,0.481,90.012,7ltsfuHdqTZ5LwPpDy1q0v,416613
1444,0.624,0.551,-6.871,0.033,0.285,0.0,0.234,0.229,149.97,44Gp4GIRWoxFnuHlMyhhiJ,314000
1445,0.59,0.555,-6.861,0.0271,0.481,0.0,0.192,0.191,84.027,4bD9z9qa4qg9BhryvYWB7c,223460
1446,0.365,0.407,-10.352,0.0424,0.752,0.00129,0.212,0.464,149.161,4uXShFWajd1PTQzlW3P4jj,483920
1447,0.296,0.581,-5.945,0.0338,0.433,0.0,0.0577,0.231,147.935,32765xcLM1fd6wQIpkN9A0,272669
1448,0.465,0.321,-7.426,0.0389,0.779,0.0,0.283,0.202,134.708,1YkVH9w9bo1sANKrMA21KE,206400
1449,0.473,0.562,-8.624,0.0451,0.65,0.000117,0.12,0.316,74.653,2vR23BjIzpLMtzsyKrM6Mb,343907
1450,0.334,0.387,-9.483,0.0332,0.755,3.94e-05,0.113,0.42,129.959,73y649QhnXdcm6fRdvfraO,364787
1451,0.796,0.978,-1.266,0.0955,0.289,0.00254,0.346,0.8,129.999,63MvWd6T6yoS7h4AJ4Hjrm,212741
1452,0.423,0.903,-7.596,0.149,0.612,1.43e-05,0.923,0.774,130.675,3yRoV3XxY866zW6PZuwzXy,457280
1453,0.666,0.919,-5.389,0.0661,0.0491,5.73e-06,0.531,0.644,102.756,6WGzckjnXgGvcTmCcETgIb,243603
1454,0.537,0.604,-7.576,0.054,0.757,0.0,0.322,0.41,173.915,3jyqXdAjwqO3gFtjnYrbq9,155172
1455,0.692,0.685,-8.251,0.0463,0.545,0.0796,0.0962,0.429,103.946,69iaaF0VAWOciXqJ2wfe54,186752
1456,0.829,0.665,-8.128,0.0868,0.242,1.75e-05,0.123,0.861,122.043,5EYZZvmNAH5VZCwuzYJqoA,275931
1457,0.703,0.666,-8.901,0.0356,0.587,5.11e-06,0.0924,0.943,98.214,5yDC62x6y5vZc32PzULCeU,435800
1458,0.554,0.606,-12.312,0.0722,0.578,0.000183,0.11,0.584,93.922,6oUK2k9OJ0WvmVveyauFB7,285858
1459,0.894,0.687,-8.651,0.119,0.366,0.0,0.111,0.645,113.992,4KSHc0ATBNg29sFqUmcfNq,228389
1460,0.766,0.736,-4.085,0.058,0.183,0.0,0.175,0.661,98.0,6UbQw5086Ov7UVNqbchLAk,227755
1461,0.679,0.622,-8.514,0.0328,0.272,6.52e-05,0.106,0.483,98.028,6eTPyEkYUmDUFvNxJdNuOD,240787
